Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int_round,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3
9691,DUSP1_timesweep,N,100,60,,11545,13082,,,1490,1489.78389,1510.22038,133,159,9,,,
9692,DUSP1_timesweep,N,100,60,,9138,19517,,,1400,1399.40994,1310.29482,71,105,,,,
9693,DUSP1_timesweep,N,100,60,,9855,12693,,,1256,1255.89356,1220.10801,66,82,,,,
9694,DUSP1_timesweep,N,100,60,,7678,15448,,,1411,1410.13467,1369.20475,67,129,5,4,,
9695,DUSP1_timesweep,N,100,60,,7969,16646,,,1295,1294.0783,1312.03412,51,127,4,,,
9696,DUSP1_timesweep,N,100,60,,9107,15763,,,1451,1450.09454,1427.61505,60,94,,,,
9697,DUSP1_timesweep,N,100,60,,9951,12259,,,1420,1419.14421,1342.22041,176,205,,,,
9698,DUSP1_timesweep,N,100,60,,7572,14280,,,1503,1502.48877,1505.15756,96,234,,,,
9699,DUSP1_timesweep,N,100,60,,11723,17391,,,1559,1558.94106,1526.19832,164,244,,,,
9700,DUSP1_timesweep,N,100,60,,6746,14777,,,1401,1400.35666,1349.97963,98,177,,,,
9701,DUSP1_timesweep,N,100,60,,8518,14748,,,1376,1375.26274,1409.35869,64,136,,,,
9702,DUSP1_timesweep,N,100,60,,6873,14500,,,1219,1218.77172,1179.07345,23,35,,,,
9703,DUSP1_timesweep,N,100,60,,8485,14054,,,1195,1194.99151,1155.99616,58,74,,,,
9704,DUSP1_timesweep,N,100,60,,9940,14864,,,1082,1081.79296,1051.88422,34,51,,,,
9705,DUSP1_timesweep,N,100,60,,8220,13512,,,1402,1401.57616,1280.22358,108,134,5,,,
9706,DUSP1_timesweep,N,100,60,,10397,18487,,,1564,1563.7455,1553.30594,161,276,9,4,,
9707,DUSP1_timesweep,N,100,60,,9054,13447,,,1458,1457.8943,1403.45847,73,99,,,,
9708,DUSP1_timesweep,N,100,60,,8087,14913,,,1349,1348.50575,1306.86361,98,165,,,,
9709,DUSP1_timesweep,N,100,60,,9023,17011,,,1229,1228.75108,1197.27494,19,42,,,,
9710,DUSP1_timesweep,N,100,60,,10419,19175,,,1286,1285.23352,1329.83854,82,175,,,,
9711,DUSP1_timesweep,N,100,60,,2964,19366,,,1442,1441.39676,1385.13844,44,197,,,,
9712,DUSP1_timesweep,N,100,60,,10158,19452,,,1359,1358.75714,1380.65644,98,201,,,,
9713,DUSP1_timesweep,N,100,60,,10025,15776,,,1345,1344.31501,1372.41405,111,221,,,,
9714,DUSP1_timesweep,N,100,60,,9887,19776,,,1568,1567.65905,1553.72199,138,289,5,,,
9715,DUSP1_timesweep,N,100,60,,10560,15267,,,1292,1291.01856,1319.08325,61,123,,,,
9716,DUSP1_timesweep,N,100,60,,7244,16536,,,1493,1492.99931,1452.43572,69,119,,,,
9717,DUSP1_timesweep,N,100,60,,9008,20520,,,1249,1248.28108,1223.87281,45,69,,,,
9718,DUSP1_timesweep,N,100,60,,8818,16667,,,1214,1213.86494,1200.74549,42,88,,,,
9719,DUSP1_timesweep,N,100,60,,8346,16645,,,1112,1111.82626,1077.78384,25,50,,,,
9720,DUSP1_timesweep,N,100,60,,7584,14267,,,1163,1162.70345,1111.25135,33,41,,,,
9721,DUSP1_timesweep,N,100,60,,8813,18361,,,1419,1418.23295,1327.48647,68,111,,,,
9722,DUSP1_timesweep,N,100,60,,8527,17821,,,1508,1507.7013,1452.74603,86,161,,,,
9723,DUSP1_timesweep,N,100,60,,9242,20796,,,1269,1268.24378,1268.95167,70,124,,,,
9724,DUSP1_timesweep,N,100,60,,9460,20107,,,1312,1311.1685,1317.14731,27,77,,,,
9725,DUSP1_timesweep,N,100,60,,10461,20787,,,1521,1520.07858,1408.81585,111,155,,,,
9726,DUSP1_timesweep,N,100,60,,9834,17497,,,1435,1434.12996,1346.22381,93,127,,,,
9727,DUSP1_timesweep,N,100,60,,10677,17447,,,1135,1134.5568,1120.55276,20,41,,,,
9728,DUSP1_timesweep,N,100,60,,9204,15966,,,1522,1521.41178,1473.20694,167,259,,,,
9729,DUSP1_timesweep,N,100,60,,9183,15026,,,1297,1296.80954,1220.9041,64,84,,,,
9730,DUSP1_timesweep,N,100,60,,10774,20730,,,1573,1572.9405,1475.24665,175,224,,,,
9731,DUSP1_timesweep,N,100,60,,11999,20310,,,1496,1495.92949,1438.42826,139,199,,,,
9732,DUSP1_timesweep,N,100,60,,10857,19665,,,1551,1550.04172,1516.81724,142,252,,,,
9733,DUSP1_timesweep,N,100,60,,10137,15240,,,1428,1427.83072,1395.59757,69,122,4,,,
9734,DUSP1_timesweep,N,100,60,,9057,16948,,,1308,1307.97229,1281.18799,48,108,,,,
9735,DUSP1_timesweep,N,100,60,,9293,17901,,,1321,1320.96288,1280.85163,37,84,,,,
9736,DUSP1_timesweep,N,100,60,,10219,13882,,,1168,1167.88482,1102.42703,56,51,,,,
9737,DUSP1_timesweep,N,100,60,,9453,16067,,,1088,1087.88713,1087.04214,20,35,,,,
9738,DUSP1_timesweep,N,100,60,,9218,15872,,,1153,1152.35854,1104.94607,22,34,,,,
9739,DUSP1_timesweep,N,100,60,,8663,17544,,,1425,1424.58155,1315.94824,89,73,,,,
9740,DUSP1_timesweep,N,100,60,,7902,15613,,,1376,1375.48317,1350.43003,39,72,,,,
9741,DUSP1_timesweep,N,100,60,,6987,13122,,,1320,1319.91799,1251.10059,19,44,,,,
9742,DUSP1_timesweep,N,100,60,,9090,14829,,,1209,1208.54686,1193.93081,36,79,,,,
9743,DUSP1_timesweep,N,100,60,,8719,14309,,,1092,1091.39603,1048.84206,26,49,,,,
9744,DUSP1_timesweep,N,100,60,,3301,13428,,,1078,1077.93669,1082.52197,12,34,,,,
9745,DUSP1_timesweep,N,100,60,,10586,18583,,,1453,1452.78963,1412.16402,167,327,4,,,
9746,DUSP1_timesweep,N,100,60,,6995,12201,,,1704,1703.80172,1580.39136,184,222,5,4,,
9747,DUSP1_timesweep,N,100,60,,10850,19165,,,1553,1552.93124,1456.70112,147,170,,,,
9748,DUSP1_timesweep,N,100,60,,9914,18447,,,1509,1508.59925,1464.56746,145,216,6,,,
9749,DUSP1_timesweep,N,100,60,,9827,17267,,,1178,1177.56111,1173.33689,43,73,,,,
9750,DUSP1_timesweep,N,100,60,,10096,20577,,,1438,1437.9579,1397.62944,127,215,,,,
9751,DUSP1_timesweep,N,100,60,,11074,12389,,,1168,1167.43823,1167.62023,92,99,,,,
9752,DUSP1_timesweep,N,100,60,,6106,12818,,,1465,1464.90059,1418.5188,70,125,,,,
9753,DUSP1_timesweep,N,100,60,,7395,18218,,,1526,1525.99675,1452.31952,102,188,,,,
9754,DUSP1_timesweep,N,100,60,,7337,15625,,,1372,1371.93744,1323.17088,38,61,,,,
9755,DUSP1_timesweep,N,100,60,,7260,18047,,,1459,1458.72438,1420.77309,107,213,,,,
9756,DUSP1_timesweep,N,100,60,,8631,13496,,,1247,1246.86954,1180.6848,66,64,,,,
9757,DUSP1_timesweep,N,100,60,,10068,16583,,,1452,1451.36075,1474.09202,143,277,,,,
9758,DUSP1_timesweep,N,100,60,,7494,13669,,,1216,1215.42821,1200.1529,24,71,,,,
9759,DUSP1_timesweep,N,100,60,,10626,15288,,,1090,1089.10804,1069.76818,26,55,,,,
9760,DUSP1_timesweep,N,100,60,,7645,12093,,,1606,1605.79948,1540.441,205,242,4,,,
9761,DUSP1_timesweep,N,100,60,,7642,15350,,,1516,1515.96886,1430.01459,119,128,4,,,
9762,DUSP1_timesweep,N,100,60,,11031,16927,,,1383,1382.91415,1390.25846,60,119,,,,
9763,DUSP1_timesweep,N,100,60,,10408,15208,,,1312,1311.26307,1255.91846,66,86,,,,
9764,DUSP1_timesweep,N,100,60,,9791,20808,,,1067,1066.41293,1052.40614,24,59,,,,
9765,DUSP1_timesweep,N,100,60,,8748,14482,,,1091,1090.09076,1084.79022,17,40,,,,
9766,DUSP1_timesweep,N,100,90,,9525,17524,,,1332,1331.52493,1261.67856,124,153,4,,,
9767,DUSP1_timesweep,N,100,90,,7800,13440,,,1401,1400.08705,1397.74531,71,141,,,,
9768,DUSP1_timesweep,N,100,90,,11366,20017,,,1422,1421.77415,1355.73233,126,139,,,,
9769,DUSP1_timesweep,N,100,90,,9960,16795,,,1383,1382.63404,1375.55332,57,108,,,,
9770,DUSP1_timesweep,N,100,90,,9762,15044,,,1245,1244.93495,1205.19609,70,85,,,,
9771,DUSP1_timesweep,N,100,90,,9390,16783,,,1330,1329.64334,1335.20676,49,125,,,,
9772,DUSP1_timesweep,N,100,90,,9073,17526,,,1255,1254.09115,1231.42326,81,167,,,,
9773,DUSP1_timesweep,N,100,90,,7334,12694,,,1135,1134.00804,1132.89775,15,28,,,,
9774,DUSP1_timesweep,N,100,90,,7463,13314,,,1137,1136.41109,1167.17951,11,34,,,,
9775,DUSP1_timesweep,N,100,90,,8938,18420,,,1222,1221.80298,1225.84229,59,100,,,,
9776,DUSP1_timesweep,N,100,90,,10085,18926,,,1511,1510.3764,1385.85179,175,230,7,,,
9777,DUSP1_timesweep,N,100,90,,8487,18537,,,1250,1249.47626,1172.4497,64,94,,,,
9778,DUSP1_timesweep,N,100,90,,10148,18842,,,1409,1408.84696,1401.31286,201,327,,,,
9779,DUSP1_timesweep,N,100,90,,8929,15590,,,1158,1157.04838,1129.17563,59,75,,,,
9780,DUSP1_timesweep,N,100,90,,8947,15979,,,1193,1192.27395,1156.65486,49,101,8,,,
9781,DUSP1_timesweep,N,100,90,,9563,15110,,,1216,1215.68378,1176.46386,81,129,8,,,
9782,DUSP1_timesweep,N,100,90,,10723,17166,,,1443,1442.62921,1376.47215,117,109,,,,
9783,DUSP1_timesweep,N,100,90,,10264,12693,,,1478,1477.87919,1542.61396,154,243,,,,
9784,DUSP1_timesweep,N,100,90,,11099,18259,,,1299,1298.83845,1268.01249,115,181,,,,
9785,DUSP1_timesweep,N,100,90,,9136,14612,,,1152,1151.31491,1131.77231,41,64,,,,
9786,DUSP1_timesweep,N,100,90,,8863,14301,,,1471,1470.49814,1395.29466,180,256,,,,
9787,DUSP1_timesweep,N,100,90,,8743,14013,,,1413,1412.73533,1417.32106,96,147,,,,
9788,DUSP1_timesweep,N,100,90,,7456,13534,,,1421,1420.54681,1396.24974,59,82,,,,
9789,DUSP1_timesweep,N,100,90,,10515,15104,,,1283,1282.33115,1267.54727,111,84,,,,
9790,DUSP1_timesweep,N,100,90,,9026,19186,,,1518,1517.08021,1534.96612,173,391,,,,
9791,DUSP1_timesweep,N,100,90,,10124,18282,,,1243,1242.58544,1256.47041,79,195,,,,
9792,DUSP1_timesweep,N,100,90,,10643,18945,,,1486,1485.35075,1353.81842,199,213,,,,
9793,DUSP1_timesweep,N,100,90,,10352,14684,,,1169,1168.85578,1174.47862,60,107,,,,
9794,DUSP1_timesweep,N,100,90,,7855,15782,,,1179,1178.21286,1169.83221,60,153,,,,
9795,DUSP1_timesweep,N,100,90,,9411,14893,,,1537,1536.95941,1493.23696,167,193,,,,
9796,DUSP1_timesweep,N,100,90,,9614,15250,,,1348,1347.97774,1338.99843,53,69,,,,
9797,DUSP1_timesweep,N,100,90,,7592,13429,,,1232,1231.31388,1242.28818,32,76,,,,
9798,DUSP1_timesweep,N,100,90,,9056,20148,,,1302,1301.99967,1245.19739,84,154,,,,
9799,DUSP1_timesweep,N,100,90,,9375,15465,,,1511,1510.66784,1488.18325,141,230,,,,
9800,DUSP1_timesweep,N,100,90,,9292,20499,,,1493,1492.01378,1415.19191,129,182,4,,,
9801,DUSP1_timesweep,N,100,90,,7596,14515,,,1250,1249.49157,1211.76845,72,132,,,,
9802,DUSP1_timesweep,N,100,90,,9625,17212,,,1347,1346.73517,1324.75668,72,151,,,,
9803,DUSP1_timesweep,N,100,90,,8711,15201,,,1166,1165.74894,1159.83416,15,55,,,,
9804,DUSP1_timesweep,N,100,90,,7545,16528,,,1077,1076.00053,1054.61496,23,30,13,,,
9805,DUSP1_timesweep,N,100,90,,8430,15143,,,1471,1470.61981,1344.84171,153,173,7,6,,
9806,DUSP1_timesweep,N,100,90,,9711,20065,,,1382,1381.52394,1372.14867,63,152,8,,,
9807,DUSP1_timesweep,N,100,90,,8718,15744,,,1229,1228.42085,1239.83803,44,75,,,,
9808,DUSP1_timesweep,N,100,90,,8544,12385,,,1413,1412.62956,1383.63504,98,111,,,,
9809,DUSP1_timesweep,N,100,90,,8799,19844,,,1318,1317.39232,1288.18524,105,177,5,,,
9810,DUSP1_timesweep,N,100,90,,8980,13045,,,1152,1151.63151,1140.86685,35,53,,,,
9811,DUSP1_timesweep,N,100,90,,7197,18895,,,1330,1329.70988,1285.80561,79,160,4,,,
9812,DUSP1_timesweep,N,100,90,,7637,20649,,,1318,1317.04727,1254.49499,45,89,,,,
9813,DUSP1_timesweep,N,100,90,,9837,12159,,,1288,1287.97133,1255.38482,79,80,,,,
9814,DUSP1_timesweep,N,100,90,,8888,18107,,,1392,1391.06953,1356.17872,57,91,4,,,
9815,DUSP1_timesweep,N,100,90,,7737,19185,,,1412,1411.06618,1403.07886,38,142,14,,,
9816,DUSP1_timesweep,N,100,90,,8043,14731,,,1377,1376.14,1343.29122,41,59,,,,
9817,DUSP1_timesweep,N,100,90,,7828,15846,,,1359,1358.18536,1317.00663,56,105,,,,
9818,DUSP1_timesweep,N,100,90,,11022,20363,,,1084,1083.69243,1058.36547,24,56,,,,
9819,DUSP1_timesweep,N,100,90,,9626,19891,,,1442,1441.74143,1417.85798,128,219,,,,
9820,DUSP1_timesweep,N,100,90,,9820,18918,,,1297,1296.25305,1239.51258,113,179,,,,
9821,DUSP1_timesweep,N,100,90,,7228,15234,,,1364,1363.96334,1347.51766,53,85,,,,
9822,DUSP1_timesweep,N,100,90,,8503,13379,,,1410,1409.64048,1374.66791,56,75,,,,
9823,DUSP1_timesweep,N,100,90,,8399,12370,,,1230,1229.76152,1220.18844,42,50,,,,
9824,DUSP1_timesweep,N,100,90,,9075,14526,,,1271,1270.33311,1279.6699,41,79,,,,
9825,DUSP1_timesweep,N,100,90,,9502,17806,,,1226,1225.65997,1243.59716,56,110,,,,
9826,DUSP1_timesweep,N,100,90,,9762,16368,,,1389,1388.03309,1365.92461,91,126,4,,,
9827,DUSP1_timesweep,N,100,90,,9824,13483,,,1420,1419.66663,1416.78936,79,116,,,,
9828,DUSP1_timesweep,N,100,90,,10729,16592,,,1453,1452.77677,1404.16189,91,108,4,,,
9829,DUSP1_timesweep,N,100,90,,13276,16273,,,1205,1204.11027,1184.02317,77,96,,,,
9830,DUSP1_timesweep,N,100,90,,8190,18452,,,1283,1282.41661,1293.4625,52,85,,,,
9831,DUSP1_timesweep,N,100,90,,9211,13992,,,1389,1388.56563,1366.41409,84,112,,,,
9832,DUSP1_timesweep,N,100,90,,8674,15767,,,1287,1286.4246,1266.79051,43,109,,,,
9833,DUSP1_timesweep,N,100,90,,9018,20259,,,1148,1147.30805,1093.15435,13,21,,,,
9834,DUSP1_timesweep,N,100,90,,8430,16562,,,1134,1133.90083,1134.87707,46,131,,,,
9835,DUSP1_timesweep,N,100,90,,9184,15183,,,1003,1002.45002,1006.39768,16,47,,,,
9836,DUSP1_timesweep,N,100,90,,11869,20439,,,1060,1059.57107,1039.5033,59,88,,,,
9837,DUSP1_timesweep,N,100,90,,9809,17904,,,1469,1468.18238,1424.73403,200,311,,,,
9838,DUSP1_timesweep,N,100,90,,10316,17221,,,1284,1283.66159,1277.53481,54,102,,,,
9839,DUSP1_timesweep,N,100,90,,10018,17478,,,1179,1178.19874,1128.61557,60,105,,,,
9840,DUSP1_timesweep,N,100,90,,8426,15123,,,1420,1419.6093,1400.72439,70,138,4,,,
9841,DUSP1_timesweep,N,100,90,,7380,14879,,,1506,1505.93238,1450.16896,104,147,,,,
9842,DUSP1_timesweep,N,100,90,,8650,14480,,,1169,1168.37052,1130.34054,38,93,,,,
9843,DUSP1_timesweep,N,100,90,,9467,17352,,,1290,1289.45516,1223.45989,80,112,,,,
9844,DUSP1_timesweep,N,100,90,,8588,16348,,,1281,1280.30706,1211.59757,30,53,,,,
9845,DUSP1_timesweep,N,100,90,,10276,17597,,,1012,1011.36804,1028.47485,12,45,,,,
9846,DUSP1_timesweep,N,100,90,,10733,19844,,,1136,1135.22771,1110.01592,79,145,,,,
9847,DUSP1_timesweep,N,100,90,,10208,20000,,,1409,1408.46944,1367.6384,100,195,4,4,,
9848,DUSP1_timesweep,N,100,90,,8122,12725,,,1354,1353.18567,1322.13328,82,118,4,,,
9849,DUSP1_timesweep,N,100,90,,9162,14156,,,1459,1458.65019,1410.14432,98,113,6,,,
9850,DUSP1_timesweep,N,100,90,,8801,16297,,,1334,1333.11942,1288.37289,57,68,,,,
9851,DUSP1_timesweep,N,100,90,,8155,14945,,,1377,1376.85395,1348.20248,62,88,,,,
9852,DUSP1_timesweep,N,100,90,,11050,16213,,,1251,1250.70905,1169.91433,122,121,,,,
9853,DUSP1_timesweep,N,100,90,,7391,13443,,,1222,1221.05858,1234.97731,66,121,4,,,
9854,DUSP1_timesweep,N,100,90,,7380,13497,,,1356,1355.66233,1358.61214,99,185,4,,,
9855,DUSP1_timesweep,N,100,90,,9621,20491,,,1436,1435.86259,1420.71031,72,175,4,,,
9856,DUSP1_timesweep,N,100,90,,9126,15144,,,1210,1209.75608,1198.87658,67,126,,,,
9857,DUSP1_timesweep,N,100,90,,10537,14155,,,1285,1284.3911,1303.23151,66,125,,,,
9858,DUSP1_timesweep,N,100,90,,10737,18174,,,1051,1050.21263,1018.45141,35,72,,,,
9859,DUSP1_timesweep,N,100,90,,8298,13216,,,1188,1187.00506,1119.53307,52,90,14,5,,
9860,DUSP1_timesweep,N,100,90,,11804,18911,,,1242,1241.61123,1151.03897,104,112,,,,
9861,DUSP1_timesweep,N,100,90,,9671,20284,,,1398,1397.56912,1400.30911,111,209,4,4,,
9862,DUSP1_timesweep,N,100,90,,8588,19200,,,1087,1086.47881,1085.08146,53,106,,,,
9863,DUSP1_timesweep,N,100,90,,9016,20497,,,1075,1074.42846,1057.43826,3,46,,,,
9864,DUSP1_timesweep,N,100,90,,8026,16853,,,1089,1088.9914,1053.14561,28,56,,,,
9865,DUSP1_timesweep,N,100,90,,8653,17878,,,1264,1263.19207,1255.55543,95,204,,,,
9866,DUSP1_timesweep,N,100,90,,8727,15710,,,1291,1290.64696,1222.73628,97,138,4,,,
9867,DUSP1_timesweep,N,100,90,,10652,17853,,,1386,1385.5353,1343.05652,65,82,,,,
9868,DUSP1_timesweep,N,100,90,,6932,13380,,,1343,1342.98976,1316.34043,45,46,,,,
9869,DUSP1_timesweep,N,100,90,,9109,15346,,,1174,1173.20869,1142.56112,23,52,,,,
9870,DUSP1_timesweep,N,100,90,,9245,15929,,,1192,1191.01796,1194.70406,31,48,,,,
9871,DUSP1_timesweep,N,100,90,,9739,13512,,,1103,1102.79813,1055.63803,21,29,,,,
9872,DUSP1_timesweep,N,100,90,,8759,13828,,,1241,1240.56787,1264.75593,130,191,5,,,
9873,DUSP1_timesweep,N,100,90,,7460,15185,,,1579,1578.53619,1536.37392,145,237,10,,,
9874,DUSP1_timesweep,N,100,90,,10806,17419,,,1336,1335.39561,1283.94276,73,80,,,,
9875,DUSP1_timesweep,N,100,90,,8403,19862,,,1517,1516.98144,1452.6663,138,247,6,4,,
9876,DUSP1_timesweep,N,100,90,,7308,19117,,,1442,1441.79639,1360.6852,106,216,,,,
9877,DUSP1_timesweep,N,100,90,,10382,13797,,,1299,1298.57089,1281.75792,114,179,,,,
9878,DUSP1_timesweep,N,100,90,,9148,17518,,,1038,1037.66791,1043.49515,18,55,,,,
9879,DUSP1_timesweep,N,100,90,,10705,16023,,,1353,1352.84512,1390.46895,68,126,,,,
9880,DUSP1_timesweep,N,100,90,,9174,16303,,,1370,1369.15609,1293.80366,80,94,,,,
9881,DUSP1_timesweep,N,100,90,,9437,13315,,,1281,1280.02151,1233.47998,89,145,,,,
9882,DUSP1_timesweep,N,100,90,,10921,18473,,,1380,1379.89891,1380.96947,120,213,,,,
9883,DUSP1_timesweep,N,100,90,,8799,17371,,,1140,1139.49994,1105.71303,28,81,,,,
9884,DUSP1_timesweep,N,100,90,,8477,17146,,,1097,1096.63419,1075.37379,16,46,,,,
9885,DUSP1_timesweep,N,100,90,,6774,13369,,,1050,1049.08488,1052.94667,10,26,,,,
9886,DUSP1_timesweep,N,100,90,,10775,18992,,,1452,1451.00705,1439.26,138,268,,,,
9887,DUSP1_timesweep,N,100,90,,7975,12494,,,1226,1225.00489,1215.80527,54,72,,,,
9888,DUSP1_timesweep,N,100,90,,10014,16284,,,1397,1396.02906,1375.36557,50,71,,,,
9889,DUSP1_timesweep,N,100,90,,9336,18520,,,1364,1363.49336,1322.31123,51,117,,,,
9890,DUSP1_timesweep,N,100,90,,8649,13176,,,1183,1182.01619,1186.63191,30,60,,,,
9891,DUSP1_timesweep,N,100,90,,10358,19780,,,1312,1311.65737,1262.60738,67,110,,,,
9892,DUSP1_timesweep,N,100,90,,9740,19141,,,1214,1213.38121,1197.60875,45,96,,,,
9893,DUSP1_timesweep,N,100,90,,8958,16109,,,1096,1095.28243,1104.33317,53,121,,,,
9894,DUSP1_timesweep,N,100,90,,9872,14837,,,1066,1065.66582,1046.73175,15,36,,,,
9895,DUSP1_timesweep,N,100,90,,9223,17679,,,1379,1378.91998,1349.86085,61,117,8,,,
9896,DUSP1_timesweep,N,100,90,,10194,19895,,,1466,1465.07642,1404.48183,96,154,4,,,
9897,DUSP1_timesweep,N,100,90,,10763,20222,,,1418,1417.3028,1425.37756,65,164,,,,
9898,DUSP1_timesweep,N,100,90,,8273,16312,,,1391,1390.86486,1349.42944,69,86,,,,
9899,DUSP1_timesweep,N,100,90,,11138,20593,,,1165,1164.40429,1153.29748,57,149,,,,
9900,DUSP1_timesweep,N,100,90,,7709,15917,,,1225,1224.27474,1206.04687,36,90,,,,
9901,DUSP1_timesweep,N,100,90,,6603,15597,,,1225,1224.56081,1239.86587,32,98,,,,
9902,DUSP1_timesweep,N,100,90,,9365,12939,,,1324,1323.61837,1346.85756,70,139,8,,,
9903,DUSP1_timesweep,N,100,90,,9600,15444,,,1257,1256.85135,1186.92198,71,92,7,4,,
9904,DUSP1_timesweep,N,100,90,,11198,20709,,,1285,1284.3481,1234.53349,80,118,5,,,
9905,DUSP1_timesweep,N,100,90,,6951,13726,,,1473,1472.92203,1452.23007,59,130,4,,,
9906,DUSP1_timesweep,N,100,90,,9295,15379,,,1230,1229.64002,1199.12985,82,127,,,,
9907,DUSP1_timesweep,N,100,90,,8134,16315,,,1219,1218.64827,1159.28612,53,93,,,,
9908,DUSP1_timesweep,N,100,90,,10153,18812,,,1208,1207.65518,1207.3073,41,103,,,,
9909,DUSP1_timesweep,N,100,90,,7140,12804,,,1063,1062.03543,1043.63246,10,28,,,,
9910,DUSP1_timesweep,N,100,90,,8225,17512,,,1425,1424.52365,1368.60353,97,192,7,,,
9911,DUSP1_timesweep,N,100,90,,8395,18762,,,1443,1442.3888,1426.32102,89,163,,,,
9912,DUSP1_timesweep,N,100,90,,10135,16716,,,1419,1418.03256,1413.76813,67,127,,,,
9913,DUSP1_timesweep,N,100,90,,8974,15780,,,1444,1443.90773,1388.53676,120,175,,,,
9914,DUSP1_timesweep,N,100,90,,7924,13997,,,1341,1340.21214,1266.44095,89,109,,,,
9915,DUSP1_timesweep,N,100,90,,8460,14292,,,1299,1298.88558,1285.47103,46,93,,,,
9916,DUSP1_timesweep,N,100,90,,6999,13480,,,1455,1454.38906,1425.73071,149,254,4,,,
9917,DUSP1_timesweep,N,100,90,,7902,17766,,,1468,1467.68881,1415.47157,140,234,,,,
9918,DUSP1_timesweep,N,100,90,,7031,17517,,,1592,1591.31702,1567.16949,161,333,,,,
9919,DUSP1_timesweep,N,100,90,,7999,15701,,,1499,1498.99325,1416.08407,108,138,,,,
9920,DUSP1_timesweep,N,100,90,,10400,15561,,,1310,1309.86279,1333.09742,123,239,,,,
9921,DUSP1_timesweep,N,100,90,,11133,18225,,,1425,1424.79646,1465.64593,101,250,,,,
9922,DUSP1_timesweep,N,100,90,,9230,13057,,,1362,1361.97779,1328.34962,109,151,,,,
9923,DUSP1_timesweep,N,100,90,,9236,19317,,,1155,1154.63805,1132.23725,36,84,,,,
9924,DUSP1_timesweep,N,100,90,,9501,12657,,,1076,1075.60667,1051.7147,57,91,,,,
9925,DUSP1_timesweep,N,100,90,,3023,14033,,,1381,1380.89944,1309.68453,29,100,,,,
9926,DUSP1_timesweep,N,100,90,,8977,15593,,,1262,1261.94842,1273.51299,68,130,,,,
9927,DUSP1_timesweep,N,100,90,,8369,15050,,,1559,1558.44999,1522.339,130,288,59,5,,
9928,DUSP1_timesweep,N,100,90,,11470,14487,,,1412,1411.78099,1422.96673,88,156,,,,
9929,DUSP1_timesweep,N,100,90,,12898,20095,,,1311,1310.26555,1250.67106,148,171,,,,
9930,DUSP1_timesweep,N,100,90,,11608,19121,,,1385,1384.11776,1358.62753,57,93,,,,
9931,DUSP1_timesweep,N,100,90,,8973,13000,,,1321,1320.99643,1281.80615,51,68,,,,
9932,DUSP1_timesweep,N,100,90,,8590,13504,,,1178,1177.67485,1149.39018,43,82,4,,,
9933,DUSP1_timesweep,N,100,90,,9024,19200,,,1038,1037.6578,1025.23562,14,72,,,,
9934,DUSP1_timesweep,N,100,90,,9108,17283,,,1155,1154.57993,1208.8502,73,168,,,,
9935,DUSP1_timesweep,N,100,90,,8156,16641,,,1404,1403.99019,1406.66384,70,129,,,,
9936,DUSP1_timesweep,N,100,90,,7295,12841,,,1285,1284.66539,1247.02585,47,86,,,,
9937,DUSP1_timesweep,N,100,90,,9679,20121,,,1453,1452.49189,1413.35272,89,155,4,,,
9938,DUSP1_timesweep,N,100,90,,8694,18068,,,1359,1358.80872,1331.47139,93,135,,,,
9939,DUSP1_timesweep,N,100,90,,9670,16116,,,1343,1342.00641,1334.87863,33,58,,,,
9940,DUSP1_timesweep,N,100,90,,10425,17725,,,1462,1461.77218,1421.01219,190,236,,,,
9941,DUSP1_timesweep,N,100,90,,9399,15814,,,1204,1203.14831,1161.11035,45,82,21,,,
9942,DUSP1_timesweep,N,100,90,,8013,13913,,,1135,1134.22751,1146.92748,32,64,,,,
9943,DUSP1_timesweep,N,100,90,,7594,14723,,,1171,1170.49394,1151.54276,45,80,,,,
9944,DUSP1_timesweep,N,100,90,,10234,20432,,,1380,1379.42417,1314.5162,70,136,,,,
9945,DUSP1_timesweep,N,100,90,,8702,20376,,,1444,1443.39278,1420.29073,155,314,,,,
9946,DUSP1_timesweep,N,100,90,,11147,19683,,,1551,1550.08244,1446.58573,163,190,9,5,5,
9947,DUSP1_timesweep,N,100,90,,9607,20266,,,1365,1364.91839,1291.67078,156,273,4,,,
9948,DUSP1_timesweep,N,100,90,,9871,16634,,,1639,1638.93212,1463.45046,147,247,103,,,
9949,DUSP1_timesweep,N,100,90,,7907,13537,,,1383,1382.9441,1378.35429,45,85,,,,
9950,DUSP1_timesweep,N,100,90,,11180,20171,,,1439,1438.42531,1379.66764,108,147,4,4,,
9951,DUSP1_timesweep,N,100,90,,7424,13638,,,1231,1230.33095,1204.83685,39,52,,,,
9952,DUSP1_timesweep,N,100,90,,11241,18797,,,1283,1282.41535,1231.33883,55,101,,,,
9953,DUSP1_timesweep,N,100,90,,8702,14041,,,1254,1253.81947,1251.83313,78,75,,,,
9954,DUSP1_timesweep,N,100,90,,10783,12408,,,1105,1104.54159,1095.23122,40,48,,,,
