Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,normgrnuc,normgrcyt
17991,GR_timesweep,C,1,50,NaN,7122,13681.1256546883,2699.69685,2783.69747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,18
17992,GR_timesweep,C,1,50,NaN,4822,9800.65927030855,2749.79614,3122.19048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,21
17993,GR_timesweep,C,1,50,NaN,9062,17663.8290758731,3092.52196,2225.64684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,13
17994,GR_timesweep,C,1,50,NaN,6395,12355.9061052072,3250.05786,2809.60774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,18
17995,GR_timesweep,C,1,50,NaN,7182,13794.5709046205,3745.71832,2877.97997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,19
17996,GR_timesweep,C,1,50,NaN,2299,6593.71470824752,1929.2027,1772.22222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,8
17997,GR_timesweep,C,1,50,NaN,5635,11068.0264964494,2900.03425,2691.75458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,17
17998,GR_timesweep,C,1,50,NaN,8230,15876.255466367,3457.75529,2758.76894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,18
17999,GR_timesweep,C,1,50,NaN,10006,19836.6713885648,2902.28003,2028.9594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11
18000,GR_timesweep,C,1,50,NaN,7742,14883.345838238,2418.41139,2174.21064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18001,GR_timesweep,C,1,50,NaN,6121,11880.1036879866,3100.01487,2653.95848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,17
18002,GR_timesweep,C,1,50,NaN,6170,11964.2413255754,1941.38882,1884.31485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9
18003,GR_timesweep,C,1,50,NaN,6668,12842.8546550651,2261.33623,2144.09375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12
18004,GR_timesweep,C,1,50,NaN,4409,9200.5242338634,1803.83193,1715.27549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,8
18005,GR_timesweep,C,1,50,NaN,8564,16579.5138440569,2679.76646,2144.46194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,12
18006,GR_timesweep,C,1,50,NaN,8889,17282.2988113156,2987.72573,2124.12137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,12
18007,GR_timesweep,C,1,50,NaN,8468,16375.4086251883,2547.45701,1831.8052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,9
18008,GR_timesweep,C,1,50,NaN,8929,17370.0549502436,2666.58248,2158.66906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,12
18009,GR_timesweep,C,1,50,NaN,2196,6486.12694113894,1699.81148,1890.04183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9
18010,GR_timesweep,C,1,50,NaN,7720,14839.5514572501,2320.03277,2221.21262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,13
18011,GR_timesweep,C,1,50,NaN,6697,12895.3373344038,2351.46842,2215.42317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12
18012,GR_timesweep,C,1,50,NaN,8737,16951.3431582312,3449.78562,2483.11747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,15
18013,GR_timesweep,C,1,50,NaN,7636,14673.1046873052,2255.91632,2207.09415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12
18014,GR_timesweep,C,1,50,NaN,9912,19613.4149591435,2821.68997,2155.05718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12
18015,GR_timesweep,C,1,50,NaN,2670,6996.41032893506,3091.79813,2236.0855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,13
18016,GR_timesweep,C,1,50,NaN,9489,18627.6272832196,2863.23132,2155.4928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12
18017,GR_timesweep,C,1,50,NaN,6495,12532.7830834845,2208.71517,2221.49914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,13
18018,GR_timesweep,C,1,50,NaN,6428,12414.0847672535,3215.06907,2427.22986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,15
18019,GR_timesweep,C,1,50,NaN,9365,18344.5007902036,3246.29183,2390.97174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14
18020,GR_timesweep,C,1,50,NaN,8511,16466.6341473952,3102.63776,2388.32366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14
18021,GR_timesweep,C,1,50,NaN,3104,7497.62802950592,2106.84923,1725.72973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,8
18022,GR_timesweep,C,1,50,NaN,7186,13802.1560061497,2463.82925,1881.17623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,9
18023,GR_timesweep,C,1,50,NaN,7702,14803.7818046758,1730.05791,1624.49642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,7
18024,GR_timesweep,C,1,50,NaN,6432,12421.1494941032,2144.64801,1972.68593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,10
18025,GR_timesweep,C,1,50,NaN,6676,12857.3181423783,1876.58014,1663.21581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,7
18026,GR_timesweep,C,1,50,NaN,5178,10341.5843028173,1524.4803,1504.82966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5
18027,GR_timesweep,C,1,50,NaN,3051,7434.67738614615,1921.28122,1601.04972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,6
18028,GR_timesweep,C,1,75,NaN,8495,16432.652498826,1893.38893,1546.98073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,6
18029,GR_timesweep,C,1,75,NaN,10550,21158.6501556134,3590.23517,2360.39822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,14
18030,GR_timesweep,C,1,75,NaN,8019,15441.9019663179,2099.07407,1751.81395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,8
18031,GR_timesweep,C,1,75,NaN,6981,13416.9742674126,2122.13952,2096.2075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,11
18032,GR_timesweep,C,1,75,NaN,9447,18531.4324896245,3025.50651,2407.65111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,14
18033,GR_timesweep,C,1,75,NaN,6770,13028.0912655946,2290.20473,2323.89406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,14
18034,GR_timesweep,C,1,75,NaN,10087,20030.2747920538,2809.50124,2105.65127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11
18035,GR_timesweep,C,1,75,NaN,12942,27577.3282363773,3048.88873,2196.25508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,12
18036,GR_timesweep,C,1,75,NaN,8749,16977.3263041663,2488.84638,1630.36953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,7
18037,GR_timesweep,C,1,75,NaN,8368,16164.4898948326,1862.8076,1878.97137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,9
18038,GR_timesweep,C,1,75,NaN,7831,15061.3662674388,2470.89835,2113.51745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11
18039,GR_timesweep,C,1,75,NaN,6917,13298.2076148222,2653.74845,2260.87954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,13
18040,GR_timesweep,C,1,75,NaN,9577,18830.1651968193,3408.42404,2357.36265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,14
18041,GR_timesweep,C,1,75,NaN,8626,16712.1768891497,3548.67679,2467.84475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,15
18042,GR_timesweep,C,1,75,NaN,9038,17610.591523844,3121.10401,2566.92228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,16
18043,GR_timesweep,C,1,75,NaN,9770,19279.0462937388,2501.02774,2133.03827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18044,GR_timesweep,C,1,75,NaN,8864,17227.5914116299,2799.70025,2206.37051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12
18045,GR_timesweep,C,1,75,NaN,8050,15505.2355544332,2983.72758,2423.61014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,15
18046,GR_timesweep,C,1,75,NaN,7502,14410.1025494342,2578.98147,2119.87107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,12
18047,GR_timesweep,C,1,75,NaN,5904,11512.4737699954,2763.8584,2025.57313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11
18048,GR_timesweep,C,1,75,NaN,8044,15492.9645002527,3174.04712,2093.0841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,11
18049,GR_timesweep,C,1,75,NaN,6742,12977.0632505665,1744.7873,1505.01321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5
18050,GR_timesweep,C,1,75,NaN,7503,14412.0537781771,1789.98241,1379.28727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4
18051,GR_timesweep,C,1,75,NaN,7691,14781.9500923619,2545.87557,1851.89263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,9
18052,GR_timesweep,C,1,75,NaN,5760,11273.0011977054,2505.18281,1896.88119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,9
18053,GR_timesweep,C,1,75,NaN,5035,10121.6749505786,2314.46892,2172.11696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12
18054,GR_timesweep,C,1,75,NaN,6076,11803.1993468965,2312.00757,2109.9184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,11
18055,GR_timesweep,C,1,75,NaN,7491,14388.6504207724,2649.9139,1955.35281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
18056,GR_timesweep,C,1,75,NaN,7260,13942.9783291761,2288.42328,2157.08726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12
18057,GR_timesweep,C,1,75,NaN,6666,12839.240508617,2394.47525,2248.61419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,13
18058,GR_timesweep,C,1,75,NaN,8277,15974.0532919039,3390.8549,2121.45227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,12
18059,GR_timesweep,C,1,75,NaN,7837,15073.4168180251,2659.11395,1869.04567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,9
18060,GR_timesweep,C,1,75,NaN,8866,17231.9640352302,2709.13727,1757.25881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,8
18061,GR_timesweep,C,1,75,NaN,5841,11407.264288851,2986.24585,2363.65032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,14
18062,GR_timesweep,C,1,75,NaN,8163,15737.5004675696,3170.16158,2337.55752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14
18063,GR_timesweep,C,1,75,NaN,7528,14460.890571606,2352.30486,1622.40032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7
18064,GR_timesweep,C,1,75,NaN,5943,11577.9466269283,2572.97409,2149.01997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18065,GR_timesweep,C,1,75,NaN,5080,10190.4967479478,2625.86299,1822.71536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,9
18066,GR_timesweep,C,1,75,NaN,8609,16675.7355422818,3185.03461,2218.80261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,12
18067,GR_timesweep,C,1,75,NaN,8869,17238.5242646658,2201.00135,1681.62164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,7
18068,GR_timesweep,C,1,75,NaN,21002,56473.0533570448,3205.34297,2066.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,11
18069,GR_timesweep,C,1,75,NaN,7759,14917.2441471744,2765.71182,1959.92155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,10
18070,GR_timesweep,C,1,75,NaN,6540,12612.9406290116,2107.63746,1677.50478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,7
18071,GR_timesweep,C,1,75,NaN,8284,15988.651535181,2238.45123,1848.45104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9
18072,GR_timesweep,C,1,75,NaN,3608,8120.47114257809,2629.53021,1990.46667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
18073,GR_timesweep,C,1,75,NaN,6843,13161.7646519138,2232.13254,1935.36074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10
18074,GR_timesweep,C,1,75,NaN,6616,12749.111146846,3175.94468,2224.27632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,13
18075,GR_timesweep,C,1,75,NaN,6425,12408.7880337655,2991.93494,2493.1046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,15
18076,GR_timesweep,C,1,75,NaN,9296,18188.1034409402,2851.51054,2117.25142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11
18077,GR_timesweep,C,1,75,NaN,6407,12377.040242524,2458.60091,2101.6477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11
18078,GR_timesweep,C,1,75,NaN,8368,16164.4898948326,2742.07756,1761.08123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,8
18079,GR_timesweep,C,1,75,NaN,10023,19877.2103409578,2110.08401,1871.29722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,9
18080,GR_timesweep,C,1,75,NaN,8732,16940.5241802908,2338.08692,1605.9574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6
18081,GR_timesweep,C,1,75,NaN,11051,22421.299987285,2709.1094,2064.37013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11
18082,GR_timesweep,C,1,75,NaN,9208,17989.8320475908,3184.61838,2573.87343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,16
18083,GR_timesweep,C,1,75,NaN,8318,16059.6775472436,3303.07911,2397.62482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,14
18084,GR_timesweep,C,1,75,NaN,6972,13400.2300037312,2462.90777,2096.22428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11
18085,GR_timesweep,C,1,75,NaN,9572,18818.6215591794,3483.11575,2397.03121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,14
18086,GR_timesweep,C,1,75,NaN,6015,11699.5090555163,3193.2128,3058.35053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,21
18087,GR_timesweep,C,1,75,NaN,6054,11765.7288295538,2469.33069,2164.69653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18088,GR_timesweep,C,1,75,NaN,8467,16373.2908972526,2352.43782,1942.14435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10
18089,GR_timesweep,C,1,75,NaN,10063,19972.7928046414,2664.82212,1957.7739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
18090,GR_timesweep,C,1,75,NaN,3586,8092.36874977083,1894.48299,1406.90461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5
18091,GR_timesweep,C,1,75,NaN,8169,15749.8947138991,2399.2452,1885.87721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9
18092,GR_timesweep,C,1,75,NaN,3084,7473.81613219969,2176.7153,2343.1413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,14
18093,GR_timesweep,C,1,75,NaN,7378,14169.4873550048,2330.04934,2059.87915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,11
18094,GR_timesweep,C,1,75,NaN,10326,20608.1221946471,2820.97792,1888.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9
18095,GR_timesweep,C,1,75,NaN,7969,15340.1004072427,2170.67436,1859.80734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,9
18096,GR_timesweep,C,1,75,NaN,8499,16441.1437700557,3021.67596,2165.19225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,12
18097,GR_timesweep,C,1,75,NaN,6446,12445.897777868,2128.67298,1931.82002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,10
18098,GR_timesweep,C,1,75,NaN,7283,13986.9398957416,2464.15996,2199.16628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18099,GR_timesweep,C,1,75,NaN,8662,16789.5114014387,2559.8939,1809.14781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,8
18100,GR_timesweep,C,1,75,NaN,6854,13181.9869295425,2996.94879,2361.30067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,14
18101,GR_timesweep,C,1,75,NaN,7509,14423.7647739326,2649.29565,2010.76794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
18102,GR_timesweep,C,1,75,NaN,8544,16536.8607945613,3257.27048,2153.24537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,12
18103,GR_timesweep,C,1,75,NaN,8831,17155.5427629334,2550.00272,2022.42148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11
18104,GR_timesweep,C,1,75,NaN,7883,15166.0107279961,2329.94418,1843.51653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9
18105,GR_timesweep,C,1,75,NaN,5839,11403.9355202942,1562.76931,1174.14683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
18106,GR_timesweep,C,1,75,NaN,4029,8674.3381799079,3036.48622,2523.19336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,15
18107,GR_timesweep,C,1,75,NaN,7695,14789.8864813073,2279.05679,1868.34009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9
18108,GR_timesweep,C,1,75,NaN,7752,14903.2799811344,2346.72149,1979.01711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10
18109,GR_timesweep,C,1,75,NaN,4221,8937.08664091766,2581.14854,1974.11667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
18110,GR_timesweep,C,1,75,NaN,8294,16009.520834166,2701.53171,2080.40893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11
18111,GR_timesweep,C,1,75,NaN,8532,16511.3020921644,2773.86803,2038.74845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11
18112,GR_timesweep,C,1,75,NaN,8135,15679.7427794646,3066.19545,2359.06156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,14
18113,GR_timesweep,C,1,75,NaN,7234,13893.3925519535,4346.70929,2270.85032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,13
18114,GR_timesweep,C,1,75,NaN,7923,15246.8239368499,2986.40124,2319.45274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,13
18115,GR_timesweep,C,1,75,NaN,8811,17111.9683603911,3237.4853,1965.53527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,10
18116,GR_timesweep,C,1,75,NaN,8855,17207.9231460606,3018.60678,2116.10889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,11
18117,GR_timesweep,C,1,75,NaN,6495,12532.7830834845,3045.89299,2585.89571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,16
18118,GR_timesweep,C,1,75,NaN,6529,12593.3142977168,2506.32624,2140.42012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18119,GR_timesweep,C,1,75,NaN,9521,18701.1228395503,2446.50079,1796.51633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,8
18120,GR_timesweep,C,1,75,NaN,2297,6591.60819905065,2533.40575,2164.24319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,12
18121,GR_timesweep,C,1,75,NaN,2973,7342.91453985152,2200.52741,1828.08007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,9
18122,GR_timesweep,C,1,75,NaN,4706,9629.12619997881,2776.88015,2170.38537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12
18123,GR_timesweep,C,1,75,NaN,10610,21307.5830262629,3628.55485,2179.57272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,12
18124,GR_timesweep,C,1,75,NaN,7369,14152.1266129647,2527.53128,2093.49452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11
18125,GR_timesweep,C,1,75,NaN,7366,14146.3428046357,2246.89506,1828.96394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9
18126,GR_timesweep,C,1,75,NaN,9220,18016.790378436,2774.63937,2226.28017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,13
18127,GR_timesweep,C,1,75,NaN,7635,14671.1305110052,2382.14263,1911.58947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9
18128,GR_timesweep,C,1,75,NaN,9618,18924.9857288229,2838.35184,2330.04324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14
18129,GR_timesweep,C,1,75,NaN,6726,12947.9651182205,2522.19566,1961.05495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10
18130,GR_timesweep,C,1,75,NaN,7720,14839.5514572501,3046.90324,2460.26585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,15
18131,GR_timesweep,C,1,75,NaN,6535,12604.0169812618,2651.44744,2078.12088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11
18132,GR_timesweep,C,1,75,NaN,10725,21594.7738588713,2074.97026,2236.8953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,13
18133,GR_timesweep,C,1,75,NaN,7415,14241.0061243612,4112.935,2499.37337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,15
18134,GR_timesweep,C,1,75,NaN,5764,11279.6049029557,2611.66221,2704.7122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,17
18135,GR_timesweep,C,1,75,NaN,7053,13551.4314977408,3060.89976,2291.51918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,13
18136,GR_timesweep,C,1,75,NaN,5459,10783.9923042532,2189.43231,2390.48827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,14
18137,GR_timesweep,C,1,75,NaN,9199,17969.6296043001,2748.74258,2033.25998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11
18138,GR_timesweep,C,1,75,NaN,8568,16588.0527357812,2775.22479,1993.06836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,10
18139,GR_timesweep,C,1,75,NaN,8366,16160.2891191039,2978.84903,2250.75442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,13
18140,GR_timesweep,C,1,75,NaN,4315,9068.04316440176,2948.20556,2714.8577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,17
18141,GR_timesweep,C,1,75,NaN,5210,10391.2778937008,2774.70154,2590.21652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,16
18142,GR_timesweep,C,1,75,NaN,7507,14419.8604185287,2710.97642,1953.06974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
18143,GR_timesweep,C,1,75,NaN,7950,15301.5289134687,3204.55711,2825.86286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,18
18144,GR_timesweep,C,1,75,NaN,8000,15403.1665614213,4110.66388,2942.37267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,20
18145,GR_timesweep,C,1,75,NaN,11922,24719.5382070225,2338.80968,1550.98259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6
18146,GR_timesweep,C,1,75,NaN,7943,15287.334064091,3551.99119,2674.67937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,17
18147,GR_timesweep,C,1,75,NaN,7255,13933.4335445409,2959.26079,2666.84198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,17
18148,GR_timesweep,C,1,75,NaN,6495,12532.7830834845,2246.93518,1970.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10
18149,GR_timesweep,C,1,75,NaN,7079,13600.2053110237,2527.04054,1878.33417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,9
18150,GR_timesweep,C,1,75,NaN,7061,13566.426402167,2521.2477,2065.36634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,11
18151,GR_timesweep,C,1,75,NaN,7443,14295.2854459081,2542.59103,1997.55286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10
18152,GR_timesweep,C,1,75,NaN,8473,16385.9998529373,2585.86947,2322.14096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,14
18153,GR_timesweep,C,1,75,NaN,6882,13233.556023813,2913.20517,2453.28797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,15
18154,GR_timesweep,C,1,75,NaN,7032,13512.12241145,4005.32765,2902.80288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,19
18155,GR_timesweep,C,1,75,NaN,6173,11969.4060674753,2802.6036,2440.39399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,15
18156,GR_timesweep,C,1,75,NaN,5246,10447.3943699857,2993.16813,2771.00532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,18
18157,GR_timesweep,C,1,75,NaN,8095,15597.4664481697,3964.97319,2816.04717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,18
18158,GR_timesweep,C,1,75,NaN,20368,53793.9524306055,3713.93563,2474.10386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,15
18159,GR_timesweep,C,1,75,NaN,7427,14264.2521270881,3000.80248,2358.09722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,14
18160,GR_timesweep,C,1,75,NaN,7210,13847.7245881008,3151.98488,2515.09295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,15
18161,GR_timesweep,C,1,75,NaN,6802,13086.5746335581,2143.44957,1724.82574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,8
18162,GR_timesweep,C,1,75,NaN,6467,12483.083611239,3456.71811,2321.40186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,14
